# TESS Object of Interest
# File Created: 2021-05-22
# Sectors: S0001-S0036
# Date of previous TOI list release: 2021-05-20
Source Pipeline,Stellar Catalog,TIC,Full TOI ID,Signal ID,TOI Disposition,EXOFOP Disposition,TIC Right Ascension,TIC Declination,TMag Value,TMag Uncertainty,VMag Value,VMag Uncertainty,Epoch Value,Epoch Error,Orbital Period Value,Orbital Period Error,Transit Duration Value,Transit Duration Error,Transit Depth Value,Transit Depth Error,Sectors,Public Comment,Alerted,Edited
qlp,tic8,388130235,2239.01,1,PC,PC,65.410165,-67.467018,10.789,0.006,11.612,0.057,2139.442917,0.001585,92.194946,0.000306,4.24,0.813,4020.0,7.48325,1 3 4 5 6 7 8 9 10 11 13 27 28 29 30,planet might be too large; nearby star 388130237,2020-09-18 21:10:23+0000,2021-04-27 11:19:08+0000
qlp,tic8,231077395,2238.01,1,PC,PC,67.657801,-70.35484,10.719,0.006,11.497,0.016,2199.094189,0.004368,3.39049,2.4e-05,2.98,0.443,250.0,0.401202,1 2 3 4 5 6 7 9 10 11 12 13 27 28 29 30 31,Low-SNR candidate. Poor transit shape but good BLS signal,2020-09-18 21:10:23+0000,2021-04-27 11:19:08+0000
qlp,tic8,389238529,2237.01,1,PC,FP,302.999561,-37.561604,10.999,0.006,11.239,0.01,2036.5003,0.00305,0.49642,0.00011,0.572,0.15,1000.0,17.0583,27,short period; a/R ~ 2,2020-09-18 21:10:23+0000,2021-04-27 11:19:08+0000
qlp,tic8,394722182,2236.01,1,PC,PC,20.166315,-86.979932,10.867,0.006,11.6,0.015,1626.5132,0.00044,3.5316,1e-05,2.718,0.063,7110.0,0.77261,12 13 27,,2020-09-18 21:10:23+0000,2021-04-27 11:19:08+0000
qlp,tic8,267093376,2235.01,1,PC,APC,41.091738,-74.789772,10.899,0.006,11.48,0.034,1326.09868,0.00204,17.14012,6e-05,1.176,0.211,2180.0,4.93525,1 2 13 27 28 29,,2020-09-18 21:10:23+0000,2021-04-27 11:19:08+0000
qlp,tic8,271491157,2234.01,1,PC,APC,299.229777,-35.397149,10.784,0.006,11.25,0.016,2036.73041,0.0026,2.91615,0.00054,1.481,0.161,2280.0,3.78543,27,,2020-09-18 21:10:23+0000,2021-04-27 11:19:08+0000
qlp,tic8,421455387,2233.01,1,PC,PC,296.919652,-32.575859,10.99,0.006,11.866,0.026,1657.17965,0.00066,2.50876,1e-05,1.02,0.075,5600.0,2010.87,13 27,V-shaped; two stars in the TESS pixel,2020-09-18 21:10:23+0000,2021-04-27 11:19:08+0000
qlp,tic8,439444938,2232.01,1,PC,PC,301.540307,-33.667355,8.776,0.016,10.657,0.009,2046.54248,0.00273,11.45959,0.00452,0.956,0.221,650.0,5.54886,27,low SNR; two stars within a TESS pixel; no stellar params in the TIC; the phantom in split of 1991448397 and 1991448398,2020-09-18 21:10:22+0000,2021-04-27 11:19:08+0000
qlp,tic8,100504381,2231.01,1,PC,FA,308.563623,-48.274671,8.565,0.017,8.994,0.06,2039.62785,0.00096,5.46364,0.00049,1.026,0.179,2270.0,3.28942,27,no stellar parameters; TFOP FA; the phantom in a split with 1989628303 and 1989628301,2020-09-18 21:10:22+0000,2021-04-27 11:19:08+0000
qlp,tic8,129432342,2230.01,1,PC,FP,304.452792,-44.968413,10.92,0.006,11.365,0.115,2037.29826,0.00303,1.79217,0.00039,1.797,0.251,1710.0,3.44327,27,likely EB; small a/r,2020-09-18 21:10:22+0000,2021-04-27 11:19:08+0000
qlp,tic8,143410850,2229.01,1,PC,PC,294.572131,-46.397998,10.666,0.006,11.288,0.034,1660.25609,0.00632,4.98668,0.00011,2.267,0.717,860.0,5.31209,13 27,,2020-09-18 21:10:22+0000,2021-04-27 11:19:08+0000
qlp,tic8,61733521,2228.01,1,PC,PC,289.017763,-46.480629,10.891,0.006,11.442,0.014,1655.87771,0.00586,3.36296,7e-05,2.594,0.432,750.0,3.13635,13 27,,2020-09-18 21:10:22+0000,2021-04-27 11:19:08+0000
qlp,tic8,288636342,1692.02,2,PC,PC,279.464488,78.61113,10.741,0.0061,11.056,0.009,1686.83331,0.00204,32.20708,0.00035,8.115,0.19,2570.0,0.534292,26,outer companion to 1692.01; transits close to momentum dump and data gap; TOI ID renamed to reflect second candidate,2020-09-11 18:37:11+0000,2021-04-27 11:19:08+0000
spoc,gaia-dr2,367630162,2104.02,2,PC,PC,151.615396,83.088409,10.056,0.006,10.838,0.008,1688.453741,0.003317,5.904441,0.000108,2.804232,0.412435,397.67729,46.487434,14 19 20 26,low MES,2020-09-23 20:00:30+0000,2021-04-27 11:19:08+0000
spoc,solar,233617847,1440.02,2,PC,PC,283.794346,64.531205,9.601,0.018,10.224,0.005,1684.300706,0.003737,4.627287,9.7e-05,3.836887,0.713868,285.445478,38.03057,14 15 16 17 18 20 21 23 24 25 26,Actual Rp is larger than reported Rp because star is late F star and reported Rp assumes 1 Rsun,2020-09-23 20:00:30+0000,2021-04-27 11:19:08+0000
spoc,gaia-dr2,219508169,2016.01,1,PC,PC,246.797521,42.687472,10.408,0.006,11.162,0.013,1957.617667,0.002447,6.817513,0.000607,2.849553,0.280183,1428.661508,106.935135,24 25,weak BLS;slight depth-aperture correlation,2020-09-11 18:37:11+0000,2021-04-27 11:19:08+0000
spoc,gaia-dr2,230377505,1706.02,2,PC,PC,285.205736,60.233891,10.486,0.006,11.077,0.009,1690.107647,0.004124,7.405701,0.000156,3.230284,0.614337,290.920233,31.214504,14 15 16 17 18 19 20 21 22 23 24 25 26,multi; low SNR,2020-09-23 20:00:30+0000,2021-04-27 11:19:08+0000
spoc,tic8,230387153,2086.02,2,PC,PC,285.921518,65.785399,11.316,0.006,11.919,0.029,1689.913625,0.006472,20.262282,0.000625,2.938242,0.684468,544.542061,71.014305,14 15 17 18 19 20 21 22 23 24 25 26,interior to 2086.01; near 2:1 resonance,2020-09-23 20:14:37+0000,2021-04-27 11:19:08+0000
spoc,gaia-dr2,232568235,2260.01,1,PC,PC,247.667166,49.046525,9.759,0.006,10.474,0.006,1928.242161,0.000804,0.352444,1e-05,0.850871,0.14252,312.846954,34.60311,23 24 25,Likely SV; small a/R*; USP planet candidate,2020-09-23 20:39:02+0000,2021-04-27 11:19:08+0000
spoc,tic8,219501568,2259.01,1,PC,PC,244.564433,42.627002,7.97758,0.0061,8.38,0.03,1961.787024,0.001632,16.593762,0.001296,1.562966,0.363504,571.826786,48.720547,24 25,Bad transit shape; only two transits; centroid offset not valid due to bright host,2020-09-23 20:39:02+0000,2021-04-27 11:19:08+0000
spoc,gaia-dr2,219821826,2258.01,1,PC,PC,268.029402,62.790973,12.217,0.007,12.725,0.103,1962.77469,0.00079,9.679797,0.000191,2.155211,0.051335,15490.117897,372.1168,24 25 26,Weak secondary candidate which might be due to stellar variability at phase 0.25,2020-09-23 20:39:02+0000,2021-04-27 11:19:08+0000
spoc,tic8,198485881,2257.01,1,PC,PC,194.740339,77.66158,12.9672,0.007368,15.211,0.034,1691.275171,0.005141,175.94459,0.006641,3.64837,0.577845,5133.814681,540.40674,14 20 21 26,only two events; the second event close to a momentum dump; period could be shorter by a factor of a few,2020-09-23 20:39:02+0000,2021-04-27 11:19:08+0000
spoc,tic8,262880065,2256.01,1,PC,PC,225.315324,40.946762,10.446,0.0062,11.218,0.014,1938.823053,0.004601,13.961418,0.002601,4.553928,0.737043,792.671126,81.53962,23 24,failed bootstrap; possible secondary,2020-09-23 20:39:02+0000,2021-04-27 11:19:08+0000
spoc,tic8,265146266,2255.01,1,PC,PC,316.892469,74.38313,12.0836,0.006,12.899,0.24,1962.151916,0.003134,11.954062,0.004392,3.763071,0.302938,9078.847449,574.9255,24,V-shaped; S25 light curve is bad but S24+S26 are ok and show the transit signal,2020-09-23 20:39:02+0000,2021-04-27 11:19:08+0000
spoc,,233688779,2254.01,1,PC,PC,275.393635,62.368858,9.335,0.036,9.978,0.005,1687.87612,0.009018,26.45438,0.001194,4.067599,0.530494,367.666617,55.851437,14 15 20 21 22 26,low SNR; some odd-even; grazing,2020-09-23 20:39:01+0000,2021-04-27 11:19:08+0000
spoc,tic8,367855829,2253.01,1,PC,PC,276.867998,73.2645,9.9558,0.0072,10.497,0.007,1714.619721,0.003187,85.42448,0.001722,3.665846,0.470424,1134.223303,148.5979,14 15 16 17 18 19 20 21 23 24,,2020-09-23 20:39:01+0000,2021-04-27 11:19:08+0000
spoc,tic8,233066156,2252.01,1,PC,PC,270.27753,61.347147,10.884,0.008,11.179,0.011,1844.729861,0.003768,12.381008,0.000538,3.578676,0.678257,739.534239,66.61439,20 21 22 23 25,4.4 sigma odd-even; possible stellar variability,2020-09-23 20:39:01+0000,2021-04-27 11:19:08+0000
spoc,gaia-dr2,229715760,2251.01,1,PC,PC,278.98941,70.160829,12.778,0.01,13.365,0.046,1961.549733,0.001531,11.574723,0.000426,5.926658,0.119466,14818.197856,263.76935,24 25 26,small centroid offset,2020-09-23 20:39:01+0000,2021-04-27 11:19:08+0000
spoc,tic8,264303333,2250.01,1,PC,PC,296.355299,67.31107,10.1583,0.006,10.635,0.008,1683.444885,0.001867,0.815298,1.6e-05,1.609777,0.320819,100.782221,12.526691,14 15 16 17 18 19 21 22 23 24 26,Centroid shifts likely due to low-SNR in sectors with scattered light.,2020-09-23 20:39:01+0000,2021-04-27 11:19:08+0000
spoc,gaia-dr2,229787062,2261.01,1,PC,PC,284.02284,70.25416,12.484,0.007,13.019,0.046,1983.872969,0.003813,1.900973,0.000262,1.817356,0.299094,1936.272346,226.33109,25 26,V-shaped; host star is 12.5 mag at 350 pc,2020-09-28 20:41:39+0000,2021-04-27 11:19:08+0000
spoc,tic8,229608594,2298.01,1,PC,PC,274.511772,74.466824,11.1919,0.006,12.302,0.023,1794.796652,0.006299,,,7.093905,0.607601,2042.570265,175.83911,14 15 16 17 18 19 20 21 22 23 24 25 26,Single transit candidate at TBJD~1960; likely matched to noise; planet candidate size not L1; period is 165.2d if first transit event is real,2020-09-30 13:26:57+0000,2021-04-27 11:19:09+0000
spoc,tic8,233500935,2297.01,1,PC,PC,250.739935,76.449218,11.6702,0.006,12.5,0.057,1697.717,0.006219,22.052935,0.000705,3.552584,0.750357,735.485878,86.107414,14 15 16 17 18 19 20 21 22 23 24 25 26,V-shaped; possibly grazing incidence,2020-09-30 13:26:57+0000,2021-04-27 11:19:09+0000
spoc,tic8,165554103,2296.01,1,PC,PC,266.93182,55.872795,10.4431,0.006,11.106,0.014,1720.267075,0.016103,139.247566,0.021371,15.325878,1.614281,477.463783,65.61598,14 15 16 17 18 19 20 21 22 23 24 25 26,potential single transit candidate at TBJD~1860,2020-09-30 13:26:57+0000,2021-04-27 11:19:09+0000
spoc,tic8,48018596,2295.01,1,PC,PC,281.576615,50.49235,9.00772,0.0061,9.595,0.004,1713.451758,0.001511,100.114794,0.00079,1.83142,0.411721,1180.514828,90.67846,15 26,period could be aliased; bright star,2020-09-30 13:26:57+0000,2021-04-27 11:19:09+0000
spoc,tic8,284361752,2294.01,1,PC,PC,288.108438,54.640489,9.78288,0.0061,10.221,0.005,1691.694123,0.005686,340.384651,0.007804,8.939437,0.663125,721.683186,77.31168,14 15 16 26,only two transits; period could be a few times shorter (at least ~70 days),2020-09-30 13:26:56+0000,2021-04-27 11:19:09+0000
spoc,tic8,71347873,2293.01,1,PC,PC,115.592796,70.404597,11.814,0.007265,13.683,0.039,1847.823385,0.002723,6.068947,0.000147,2.03348,0.735999,1680.030728,218.60033,20 26,low SNR,2020-09-30 13:26:56+0000,2021-04-27 11:19:09+0000
spoc,tic8,236934268,2292.01,1,PC,PC,304.266488,65.15357,10.8746,0.0061,11.576,0.017,1742.460563,0.003318,7.077142,0.00015,2.59586,0.492005,693.930515,71.65432,16 17 24 25,ramped transit shape; not a lot of transits; crowded field and small centroid offset,2020-09-30 13:26:56+0000,2021-04-27 11:19:09+0000
spoc,tic8,236934937,2291.01,1,PC,PC,304.298914,65.871001,11.9959,0.007247,13.645,0.035,1717.240637,0.002698,9.406193,0.000156,1.529839,0.591584,1544.546341,175.98589,15 16 17 18 21 24 25,,2020-09-30 13:26:56+0000,2021-04-27 11:19:09+0000
spoc,tic8,321688498,2290.01,1,PC,PC,321.599668,68.640356,11.1079,0.007291,12.635,0.057,1764.988741,0.000746,0.38623,8e-06,0.909433,0.294926,600.866429,60.848583,17 18 24 25,low SNR; potential secondary near 0.5 phase,2020-09-30 13:26:56+0000,2021-04-27 11:19:09+0000
spoc,tic8,82452140,2289.01,1,PC,PC,255.097533,39.729927,10.0011,0.0061,10.616,0.007,1964.298089,0.005183,63.37514,0.007242,5.045088,0.849273,743.727695,93.71673,24 26,low SNR,2020-09-30 13:26:56+0000,2021-04-27 11:19:09+0000
spoc,tic8,462615350,2288.01,1,PC,PC,251.119187,60.086104,12.709,0.0061,14.059,0.08,1740.415072,0.00581,8.917669,0.000278,2.8889,0.392527,3140.91841,433.23517,16 24 25,low SNR; slightly V-shaped,2020-09-30 13:26:56+0000,2021-04-27 11:19:09+0000
spoc,tic8,160077104,2287.01,1,PC,PC,222.75649,85.895553,8.5709,0.006,9.099,0.002,1688.988187,0.006461,11.811755,0.000345,3.47729,0.409319,186.497687,23.844408,14 19 20 25 26,,2020-09-30 13:26:56+0000,2021-04-27 11:19:09+0000
spoc,tic8,237201858,2286.01,1,PC,PC,292.823536,72.538264,9.85236,0.0061,10.344,0.006,1811.507824,0.007167,179.40749,0.010166,11.37364,0.589745,693.784223,54.752445,14 15 16 17 18 19 20 21 22 23 24 25,long period; bright star,2020-09-30 13:26:56+0000,2021-04-27 11:19:09+0000
spoc,tic8,329148988,2285.01,1,PC,PC,332.563088,58.706183,11.3078,0.007308,13.403,0.092,1747.183178,0.003179,27.269522,0.000711,2.463322,0.786602,1695.562621,211.09323,16 17 24,low SNR,2020-09-30 13:26:56+0000,2021-04-27 11:19:09+0000
spoc,tic8,115446313,2284.01,1,PC,PC,252.471918,47.316797,9.88372,0.0061,10.406,0.005,1960.269157,0.003488,4.968923,0.000414,2.035937,0.432555,381.096883,43.769382,24 25 26,low SNR; crowded field; slight centroid offset; shallow transit,2020-09-30 13:26:56+0000,2021-04-27 11:19:09+0000
spoc,tic8,198211976,2283.01,1,PC,PC,248.333818,63.524026,11.2076,0.007248,13.156,0.034,1683.724447,0.001987,0.401859,1.4e-05,1.577975,0.65018,111.364801,23.801058,14 15 16 17 18 19 20 21 22 23 24 25 26,low SNR; possible offset towards another star to the north,2020-09-30 13:26:56+0000,2021-04-27 11:19:09+0000
spoc,tic8,237211410,2282.01,1,PC,PC,294.375914,74.782246,9.29735,0.0061,9.652,0.003,1691.434735,0.003989,12.553768,0.000275,5.824561,0.723649,200.735338,22.922173,14 15 16 17 18 19 20 21 22 23 24 25 26,Likely stellar variability; crowded field; low SNR,2020-09-30 13:26:56+0000,2021-04-27 11:19:09+0000
spoc,tic8,264171144,2281.01,1,PC,PC,294.389848,66.971495,9.13648,0.006,9.494,0.003,1765.796864,0.007444,210.962027,0.006071,14.937428,0.700724,489.6124,61.074482,14 15 16 17 18 19 21 22 24 25 26,Possibly instrumental; the first and third transits are robust; third transit close to a momentum dump; period is likely 2x105.48 days,2020-09-30 13:26:56+0000,2021-04-27 11:19:09+0000
spoc,tic8,115583726,2280.01,1,PC,PC,254.58852,45.936448,8.44143,0.0061,8.95,0.002,1959.940081,0.002535,18.601675,0.001058,2.36909,0.396146,559.993249,57.237625,24 25 26,Possibly EB; potential centroid offset towards bright neighbor TIC 115583727; SG1 needs to check the bright neighbors; large star; artifact TIC 115583727 close by,2020-09-30 13:26:56+0000,2021-04-27 11:19:09+0000
spoc,tic8,115623434,2279.01,1,PC,PC,255.245657,45.386213,10.2455,0.006,11.256,0.012,1958.805483,0.001668,3.143362,0.000127,1.638271,0.309878,821.157876,80.69992,24 25 26,SG1 should check the Tmag 14 neighbor,2020-09-30 13:26:56+0000,2021-04-27 11:19:09+0000
spoc,tic8,441798995,2269.03,3,PC,PC,264.147791,77.126122,11.9521,0.007318,13.476,0.103,1686.446763,0.003275,10.403578,0.000172,1.410587,0.538473,936.740318,121.09843,14 15 16 17 18 19 20 21 22 23 24 25 26,possible multi; crowded field; SG1 should clear neighbors,2020-09-30 13:26:56+0000,2021-04-27 11:19:09+0000
spoc,tic8,243313296,2278.01,1,PC,PC,289.512718,56.236051,12.4199,0.007362,14.89,0.2,1684.675497,0.001685,1.466346,2.2e-05,0.982247,0.305914,912.360785,142.84213,14 15 16 20 23 26,Crowded field; SG1 needs to clear the neighbors; faint target; low SNR,2020-09-30 13:26:56+0000,2021-04-27 11:19:09+0000
spoc,tic8,288516853,2277.01,1,PC,PC,273.496641,80.658271,7.98614,0.0062,8.459,0.002,1693.128683,0.009109,101.950974,0.004476,12.404204,0.586943,178.921351,23.749584,14 19 20 21 24 25 26,Single transit candidate at TBJD~2000. Other events are likely systematic.,2020-09-30 13:26:56+0000,2021-04-27 11:19:09+0000
spoc,tic8,198456933,2276.01,1,PC,PC,261.837039,58.214037,8.9072,0.006,9.56,0.003,1725.733027,0.005445,153.717211,0.004517,6.477919,0.518369,388.213066,46.263016,14 15 16 17 18 19 20 21 22 23 24 25 26,inside habitable zone,2020-09-30 13:26:55+0000,2021-04-27 11:19:09+0000
spoc,tic8,272679240,2275.01,1,PC,PC,234.513127,69.01764,11.4208,0.006,12.585,0.036,1684.142135,0.002892,20.155905,0.000322,1.333233,0.508877,1088.517774,118.96376,14 15 16 17 20 21 22 23 26,isolated star; possible secondary that is consistent with noise,2020-09-30 13:26:55+0000,2021-04-27 11:19:09+0000
spoc,tic8,289164482,2274.01,1,PC,PC,277.459396,40.541033,10.3543,0.007293,11.995,0.063,1685.359104,0.001067,2.679717,1.9e-05,0.919232,0.391869,923.352215,112.54986,14 26,,2020-09-30 13:26:55+0000,2021-04-27 11:19:09+0000
spoc,tic8,142117976,2273.01,1,PC,PC,81.239353,79.749773,8.75584,0.0061,9.193,0.002,1845.732021,0.004947,46.549173,0.001798,7.263378,0.544378,361.577755,30.533304,19 20 25 26,,2020-09-30 13:26:55+0000,2021-04-27 11:19:09+0000
spoc,tic8,265460043,2272.01,1,PC,PC,359.852725,68.384108,8.1526,0.0061,8.664,0.002,1773.807867,0.006628,32.823682,0.009014,15.237374,0.643194,368.550014,45.867332,17 18,M-shaped features; likely stellar variability,2020-09-30 13:26:55+0000,2021-04-27 11:19:09+0000
spoc,gaia-dr2,258389327,2271.01,1,PC,PC,296.710087,70.071944,11.825,0.01,12.445,0.057,1957.320215,0.001632,26.546113,0.001313,2.772298,0.138765,9142.406508,587.02997,24 25 26,,2020-09-30 13:26:55+0000,2021-04-27 11:19:09+0000
spoc,tic8,198178505,2270.01,1,PC,PC,244.381198,61.368552,7.7293,0.006,8.19,0.03,1962.984125,0.004429,,,4.628871,0.434186,261.965643,36.06411,14 15 16 17 18 19 21 22 24 25,Bright star; long orbital period; single transit,2020-09-30 13:26:55+0000,2021-04-27 11:19:09+0000
spoc,tic8,441798995,2269.01,1,PC,FA,264.147791,77.126122,11.9521,0.007318,13.476,0.103,1683.350647,0.001769,1.420604,2.4e-05,1.648324,0.503285,448.010184,46.271366,14 15 16 17 18 19 20 21 22 23,false alarm; likely due to 2.8d signal in 2269.02; possible three-planet multi where the inner two are in 2:1 resonance with independent epochs; crowded field; SG1 should clear neighbors; odd-even depth difference,2020-09-30 13:26:55+0000,2021-04-27 11:19:09+0000
spoc,tic8,20203297,2268.01,1,PC,PC,226.469885,39.636407,10.1338,0.006,10.581,0.007,1932.627916,0.002899,7.156602,0.000913,1.218975,0.539992,674.55869,95.019554,23 24,,2020-09-30 13:26:55+0000,2021-04-27 11:19:09+0000
spoc,tic8,459837008,2267.01,1,PC,PC,65.052172,84.901766,12.2591,0.00735,15.56,0.2,1816.154418,0.001029,3.494959,3.4e-05,0.880172,0.41327,2427.070173,281.44492,19 20 25 26,odd transit may be affected by flare; minor centroid for s26,2020-09-30 13:26:55+0000,2021-04-27 11:19:09+0000
spoc,tic8,8348911,2266.01,1,PC,PC,245.2798,31.576878,13.5042,0.007554,16.54,0.2,1957.927167,0.002598,2.326214,0.000223,1.004591,0.583952,4164.165866,664.14386,24 25,low SNR (7.0); S25 data have more scatter,2020-09-30 13:26:55+0000,2021-04-27 11:19:09+0000
spoc,tic8,310231275,2265.01,1,PC,PC,239.787552,32.396416,9.1021,0.0061,9.706,0.003,1956.331721,0.001204,0.829408,3.7e-05,0.558329,0.098958,254.612753,36.708115,24 25,phase curve modulation synced with transits; artifact TIC 310231274 close by ,2020-09-30 13:26:55+0000,2021-04-27 11:19:09+0000
spoc,tic8,235943205,2264.01,1,PC,PC,295.927626,78.72595,10.5653,0.0063,11.076,0.009,1827.026443,0.003041,121.337716,0.004389,6.170252,0.364288,1892.958029,103.34511,17 18 19 20 23 24 25 26,bright isolated star; long period,2020-09-30 13:26:55+0000,2021-04-27 11:19:09+0000
spoc,tic8,159400561,2263.01,1,PC,PC,237.966488,83.110544,9.7115,0.006,10.349,0.006,1708.384365,0.012795,,,14.923589,1.261136,357.728963,46.180603,14 19 20 21 25 26,possible single transit candidate at TBJD~1710.,2020-09-30 13:26:55+0000,2021-04-27 11:19:09+0000
